"","Gene","Gene.name","Tissue","TPM","pTPM","nTPM"
"3894","ENSG00000001626","CFTR","dorsolateral tegmental area",1.6,2.4,1
"3895","ENSG00000001626","CFTR","dorsomedial nucleus",1.1,1.7,0.1
"3896","ENSG00000001626","CFTR","dorsomedial prefrontal cortex",0.1,0.2,0.4
"3897","ENSG00000001626","CFTR","duodenum",36,45.4,36.6
"3898","ENSG00000001626","CFTR","endometrium",1.8,2.3,1.1
"3899","ENSG00000001626","CFTR","entorhinal gyrus",0.8,1.2,0.4
"3900","ENSG00000001626","CFTR","epididymis",1.4,1.7,1.1
"3901","ENSG00000001626","CFTR","esophagus",0.9,1,0.8
"3902","ENSG00000001626","CFTR","fallopian tube",3.5,4.2,2.2
"3903","ENSG00000001626","CFTR","flocculonodular lobe",0.5,0.8,0.2
"3904","ENSG00000001626","CFTR","frontal cortex",0.1,0.2,0.3
"3905","ENSG00000001626","CFTR","frontal eye field",0.6,0.8,0.1
"3906","ENSG00000001626","CFTR","frontal operculum",0.7,1.1,0.2
"3907","ENSG00000001626","CFTR","frontomarginal cortex",0.1,0.1,0.2
"3908","ENSG00000001626","CFTR","frontopolar cortex",0.2,0.3,0.3
"3909","ENSG00000001626","CFTR","fusiform gyrus",0.6,0.9,0.2
"3910","ENSG00000001626","CFTR","fusiform gyrus (white matter)",0.4,0.6,0.2
"3911","ENSG00000001626","CFTR","gallbladder",85.4,107.7,55.1
"3912","ENSG00000001626","CFTR","gigantocellular reticular nuclei, medullary",1.1,1.5,0.8
"3913","ENSG00000001626","CFTR","gigantocellular reticular nuclei, pars",0.7,1.1,0.4
"3914","ENSG00000001626","CFTR","globus pallidus, externus",2.2,3.1,1.3
"3915","ENSG00000001626","CFTR","globus pallidus, internus",2.8,4,1.7
"3916","ENSG00000001626","CFTR","gyrus rectus",0.1,0.1,0.2
"3917","ENSG00000001626","CFTR","habenula",1.7,2.5,0.7
"3918","ENSG00000001626","CFTR","heart muscle",0,0,0.1
"3919","ENSG00000001626","CFTR","hippocampus",0.5,0.7,0.2
"3920","ENSG00000001626","CFTR","hippocampus, CA1",0.4,0.6,0.1
"3921","ENSG00000001626","CFTR","hippocampus, CA2",0.4,0.5,0.1
"3922","ENSG00000001626","CFTR","hippocampus, CA3",0.3,0.5,0.1
"3923","ENSG00000001626","CFTR","inferior colliculus",1.1,1.6,0.2
"3924","ENSG00000001626","CFTR","inferior frontal gyrus, opercular",0.3,0.4,0.1
"3925","ENSG00000001626","CFTR","inferior frontal gyrus, orbital",0.2,0.2,0.3
"3926","ENSG00000001626","CFTR","inferior frontal gyrus, triangular",0.2,0.2,0.3
"3927","ENSG00000001626","CFTR","inferior olive",1.2,1.7,1
"3928","ENSG00000001626","CFTR","inferior parietal lobule",0.5,0.7,0
"3929","ENSG00000001626","CFTR","inferior temporal gyrus",0.5,0.7,0.1
"3930","ENSG00000001626","CFTR","intraparietal deep sulcus",1,1.5,0.5
"3931","ENSG00000001626","CFTR","kidney",0.9,1,0.8
"3932","ENSG00000001626","CFTR","Kolliker-Fuse nucleus",0.6,0.8,0.4
"3933","ENSG00000001626","CFTR","lateral amygdala",0.8,1.1,0.5
"3934","ENSG00000001626","CFTR","lateral funiculus (white matter)",2.5,3.6,0.9
"3935","ENSG00000001626","CFTR","lateral geniculate body",1.1,1.4,0.5
"3936","ENSG00000001626","CFTR","lateral hypothalamic area",2.1,2.9,0.8
"3937","ENSG00000001626","CFTR","lateral lemniscal nuclei",0.7,1,0.4
"3938","ENSG00000001626","CFTR","lateral medullary reticular nucleus",1.5,2,0.9
"3939","ENSG00000001626","CFTR","lateral parabrachial nucleus",0.8,1.2,0.4
"3940","ENSG00000001626","CFTR","lateral thalamic nuclei",1.2,1.6,0.7
"3941","ENSG00000001626","CFTR","lateral vestibular nucleus",0.9,1.3,0.7
"3942","ENSG00000001626","CFTR","lingual gyrus",0.4,0.5,0
"3943","ENSG00000001626","CFTR","liver",0.8,0.9,1.7
"3944","ENSG00000001626","CFTR","locus coeruleus",1.2,1.6,0.6
"3945","ENSG00000001626","CFTR","lung",12.2,15.1,8.3
"3946","ENSG00000001626","CFTR","lymph node",0,0,0
"3947","ENSG00000001626","CFTR","mamillary body",1.4,2,0.4
"3948","ENSG00000001626","CFTR","medial dorsal thalamic nucleus",0.9,1.2,0.3
"3949","ENSG00000001626","CFTR","medial geniculate body",1,1.3,0.5
"3950","ENSG00000001626","CFTR","medial olivary nucleus",1,1.5,0.6
"3951","ENSG00000001626","CFTR","medial parabrachial nucleus",1.2,1.7,0.7
"3952","ENSG00000001626","CFTR","medial periolivary nuclei",0.9,1.3,0.6
"3953","ENSG00000001626","CFTR","medial vestibular nucleus",0.9,1.2,0.6
"3954","ENSG00000001626","CFTR","median raphe nucleus",1,1.4,0.5
"3955","ENSG00000001626","CFTR","middle cingulate cortex",0.9,1.2,0.4
"3956","ENSG00000001626","CFTR","middle frontal gyrus",0.3,0.4,0.1
"3957","ENSG00000001626","CFTR","middle temporal gyrus",0.7,1,0.2
"3958","ENSG00000001626","CFTR","motor facial nucleus",0.8,1.2,0.5
"3959","ENSG00000001626","CFTR","motor hypoglossal nucleus",1,1.5,0.6
"3960","ENSG00000001626","CFTR","motor trigeminal nucleus",0.8,1.2,0.5
"3961","ENSG00000001626","CFTR","nuclei of the trapezoid body",0.7,1,0.4
"3962","ENSG00000001626","CFTR","nucleus accumbens",2.4,3.4,1.2
"3963","ENSG00000001626","CFTR","nucleus ambiguus",1.4,2.2,0.7
"3964","ENSG00000001626","CFTR","nucleus basalis of Meynert",2,2.8,1.2
"3965","ENSG00000001626","CFTR","nucleus cuneatus",0.9,1.3,0.7
"3966","ENSG00000001626","CFTR","nucleus gracilis",1,1.4,0.7
"3967","ENSG00000001626","CFTR","nucleus of the diagonal band",0.5,0.7,0
"3968","ENSG00000001626","CFTR","nucleus raphe magnus",0.9,1.3,0.6
"3969","ENSG00000001626","CFTR","nucleus raphe obscurus",1.1,1.7,0.6
"3970","ENSG00000001626","CFTR","nucleus raphe pallidus",0.8,1.2,0.5
"3971","ENSG00000001626","CFTR","nucleus reuniens",1.6,2.2,0.8
"3972","ENSG00000001626","CFTR","nucleus rhomboideus",1,1.3,0.6
"3973","ENSG00000001626","CFTR","nucleus tractus solitarii",1.7,2.4,1
"3974","ENSG00000001626","CFTR","occipital cortex",1,1.3,0.3
"3975","ENSG00000001626","CFTR","occipital cortex (white matter)",0.6,0.8,0
"3976","ENSG00000001626","CFTR","olfactory area",0.7,1.1,0.2
"3977","ENSG00000001626","CFTR","olfactory tubercle",0.4,0.6,0
"3978","ENSG00000001626","CFTR","orbitofrontal gyrus, anterior",0.3,0.4,0.2
"3979","ENSG00000001626","CFTR","orbitofrontal gyrus, lateral",0.2,0.2,0.3
"3980","ENSG00000001626","CFTR","orbitofrontal gyrus, medial",0.1,0.2,0.2
"3981","ENSG00000001626","CFTR","orbitofrontal gyrus, posterior",0.1,0.1,0.2
"3982","ENSG00000001626","CFTR","ovary",0,0,0
"3983","ENSG00000001626","CFTR","pancreas",44.3,55.6,212.5
"3984","ENSG00000001626","CFTR","paracentral lobule, anterior",0.4,0.5,0
"3985","ENSG00000001626","CFTR","paracentral lobule, posterior",0.6,0.8,0.3
"3986","ENSG00000001626","CFTR","parahippocampal cortex",0.4,0.6,0.1
"3987","ENSG00000001626","CFTR","parahippocampal cortex (white matter)",1.5,2.2,0.6
"3988","ENSG00000001626","CFTR","paramedian reticular nucleus",0.9,1.3,0.5
"3989","ENSG00000001626","CFTR","parathyroid gland",0.2,0.2,0.3
"3990","ENSG00000001626","CFTR","paraventricular nucleus",1.5,2,0.5
"3991","ENSG00000001626","CFTR","parietal cortex",0.1,0.2,0.3
"3992","ENSG00000001626","CFTR","parietal operculum",0.5,0.7,0
"3993","ENSG00000001626","CFTR","parieto-insular cortex",0.6,0.8,0.1
"3994","ENSG00000001626","CFTR","parieto-occipital transitional area",0.7,1,0.3
"3995","ENSG00000001626","CFTR","parieto-temporal junction (white matter)",5,8,3.1
"3996","ENSG00000001626","CFTR","parvicellular reticular nuclei",0.9,1.3,0.6
"3997","ENSG00000001626","CFTR","parvicellular reticular nuclei, medullary",1.1,1.5,0.5
"3998","ENSG00000001626","CFTR","pedunculopontine tegmental nucleus",1.7,2.5,1.1
"3999","ENSG00000001626","CFTR","periaquaductal grey, anterior",0.7,1,0.3
"4000","ENSG00000001626","CFTR","periaquaductal grey, dorsal",1.5,2.1,0.4
"4001","ENSG00000001626","CFTR","periaquaductal grey, lateral",1.2,1.7,0.6
"4002","ENSG00000001626","CFTR","perirhinal gyrus",0.3,0.5,0
"4003","ENSG00000001626","CFTR","peritrigeminal nucleus",1,1.5,0.6
"4004","ENSG00000001626","CFTR","piriform cortex",2.1,3.2,1
"4005","ENSG00000001626","CFTR","placenta",0.8,1,0.6
"4006","ENSG00000001626","CFTR","pontine nuclei",1,1.5,0.4
"4007","ENSG00000001626","CFTR","pontine raphe nucleus",0.6,0.8,0.3
"4008","ENSG00000001626","CFTR","postcentral gyrus",0.6,0.8,0
"4009","ENSG00000001626","CFTR","postcentral gyrus, dorsal",1.2,1.7,0.5
"4010","ENSG00000001626","CFTR","postcentral gyrus, middle",0.6,0.9,0.1
"4011","ENSG00000001626","CFTR","postcentral gyrus, ventral",1.7,2.5,0.8
"4012","ENSG00000001626","CFTR","posterior cingulate cortex",0.5,0.6,0.1
"4013","ENSG00000001626","CFTR","posterior cingulate cortex, dorsal",0.8,1,0.4
"4014","ENSG00000001626","CFTR","posterior cingulate cortex, ventral",0.8,1.1,0.2
"4015","ENSG00000001626","CFTR","posterior insular cortex",0.5,0.7,0.1
"4016","ENSG00000001626","CFTR","posterior thalamic nucleus",0.5,0.7,0.3
"4017","ENSG00000001626","CFTR","posteroventral cochlear nucleus",1.3,1.9,0.8
"4018","ENSG00000001626","CFTR","precentral gyrus",0.8,1,0
"4019","ENSG00000001626","CFTR","precentral gyrus, dorsal",1,1.3,0.4
"4020","ENSG00000001626","CFTR","precentral gyrus, middle",0.9,1.3,0.3
"4021","ENSG00000001626","CFTR","precentral gyrus, ventral",1.3,1.7,0.4
"4022","ENSG00000001626","CFTR","precuneus",0.7,1,0.3
"4023","ENSG00000001626","CFTR","premotor cortex, dorsal",1.2,1.6,0.6
"4024","ENSG00000001626","CFTR","premotor cortex, ventral",0.7,1,0.2
"4025","ENSG00000001626","CFTR","preoptic area",1.3,1.8,0.5
"4026","ENSG00000001626","CFTR","prepositus hypoglossal nucleus",1.6,2.1,1.2
"4027","ENSG00000001626","CFTR","pretectal area",1.2,1.7,0.5
"4028","ENSG00000001626","CFTR","principal sensory trigeminal nucleus",0.7,1,0.4
"4029","ENSG00000001626","CFTR","prostate",3.6,4.5,2.2
"4030","ENSG00000001626","CFTR","pulvinar",0.8,1.1,0.4
"4031","ENSG00000001626","CFTR","putamen",3.1,4.3,1.9
"4032","ENSG00000001626","CFTR","rectum",44,54.3,41.1
"4033","ENSG00000001626","CFTR","red nucleus",1.4,1.9,0.6
"4034","ENSG00000001626","CFTR","reticular pontine nucleus, caudal",1.6,2.2,1.2
"4035","ENSG00000001626","CFTR","reticular pontine nucleus, oral",0.9,1.3,0.6
"4036","ENSG00000001626","CFTR","reticulotegmental nucleus",1.3,1.8,0.8
"4037","ENSG00000001626","CFTR","retrosplenial cortex",0.2,0.3,0
"4038","ENSG00000001626","CFTR","salivary gland",8.1,13.6,21.7
"4039","ENSG00000001626","CFTR","seminal vesicle",0.8,0.9,0.5
"4040","ENSG00000001626","CFTR","septal nuclei",0.6,0.9,0.2
"4041","ENSG00000001626","CFTR","skeletal muscle",0,0,0
"4042","ENSG00000001626","CFTR","skin",0.2,0.3,0.2
"4043","ENSG00000001626","CFTR","small intestine",21.1,26.7,20.1
"4044","ENSG00000001626","CFTR","smooth muscle",3.2,4,2
"4045","ENSG00000001626","CFTR","somatomor cortex, precentral gyrus (white matter)",2.1,2.8,1
"4046","ENSG00000001626","CFTR","somatosensory cortex, postcentral gyrus, ventral (white matter)",1.9,2.6,0.8
"4047","ENSG00000001626","CFTR","spinal trigeminal nucleus, caudal",1.1,1.6,0.8
"4048","ENSG00000001626","CFTR","spinal trigeminal nucleus, interpolar",1.3,1.8,0.8
"4049","ENSG00000001626","CFTR","spinal trigeminal nucleus, oral",0.9,1.3,0.4
"4050","ENSG00000001626","CFTR","spinal vestibular nucleus",1,1.3,0.6
"4051","ENSG00000001626","CFTR","spleen",0,0,0
"4052","ENSG00000001626","CFTR","stomach",3.1,3.8,3.1
"4053","ENSG00000001626","CFTR","stria terminalis, bed nucleus",0.7,1,0.2
"4054","ENSG00000001626","CFTR","subcallosal gyrus",0.1,0.1,0.2
"4055","ENSG00000001626","CFTR","subcentral gyrus, S2",0.8,1.1,0.2
"4056","ENSG00000001626","CFTR","subcoeruleus area",0.8,1.2,0.4
"4057","ENSG00000001626","CFTR","subiculum",0.6,0.9,0.2
"4058","ENSG00000001626","CFTR","substantia nigra",1.5,2.1,0.7
"4059","ENSG00000001626","CFTR","subthalamic nucleus",2.1,3,1.1
"4060","ENSG00000001626","CFTR","superior colliculus",1.2,1.7,0.5
"4061","ENSG00000001626","CFTR","superior frontal gyrus",0.1,0.1,0.2
"4062","ENSG00000001626","CFTR","superior olive",1,1.4,0.6
"4063","ENSG00000001626","CFTR","superior parietal lobule",0.9,1.2,0.3
"4064","ENSG00000001626","CFTR","superior temporal gyrus",1.1,1.6,0.5
"4065","ENSG00000001626","CFTR","superior vestibular nucleus",0.9,1.2,0.5
"4066","ENSG00000001626","CFTR","supplementary motor cortex",1.8,2.8,0.8
"4067","ENSG00000001626","CFTR","suprachiasmatic nucleus",0.9,1.4,0
"4068","ENSG00000001626","CFTR","supramarginal gyrus",0.4,0.6,0.1
"4069","ENSG00000001626","CFTR","supraoptic nucleus",2,2.9,0.6
"4070","ENSG00000001626","CFTR","temporal cortex",0.2,0.2,0.3
"4071","ENSG00000001626","CFTR","temporal cortex (white matter)",0.9,1.3,0.4
"4072","ENSG00000001626","CFTR","temporal pole",0.3,0.5,0.1
"4073","ENSG00000001626","CFTR","temporal white matter",2,3.1,1.4
"4074","ENSG00000001626","CFTR","temporo-insular cortex, parainsular gyrus",0.7,0.9,0.2
"4075","ENSG00000001626","CFTR","temporo-occipital transitional zone",0.6,0.9,0.4
"4076","ENSG00000001626","CFTR","testis",3,3.9,1.7
"4077","ENSG00000001626","CFTR","thymus",0.1,0.2,0.1
"4078","ENSG00000001626","CFTR","thyroid gland",0.2,0.2,0.1
"4079","ENSG00000001626","CFTR","tongue",0,0,0
"4080","ENSG00000001626","CFTR","tonsil",0.2,0.3,0.3
"4081","ENSG00000001626","CFTR","transversal temporal gyrus, anterior",1.1,1.6,0.6
"4082","ENSG00000001626","CFTR","transversal temporal gyrus, posterior",0.9,1.4,0.4
"4083","ENSG00000001626","CFTR","urinary bladder",0.9,1.1,0.7
"4084","ENSG00000001626","CFTR","ventral medullary reticular nucleus",1.5,2.1,1
"4085","ENSG00000001626","CFTR","ventral periolivary nuclei",1,1.4,0.6
"4086","ENSG00000001626","CFTR","ventral posterolateral thalamic nucleus",0.6,0.8,0.3
"4087","ENSG00000001626","CFTR","ventral posteromedial thalamic nucleus",0.8,1.1,0.3
"4088","ENSG00000001626","CFTR","ventral tegmental area",1.4,1.9,0.6
"4089","ENSG00000001626","CFTR","ventral thalamic nuclei",1.2,1.6,0.6
"4090","ENSG00000001626","CFTR","ventrolateral medulla, A1/C1 cell groups",1.3,1.9,0.8
"4091","ENSG00000001626","CFTR","ventrolateral prefrontal cortex",0.2,0.2,0.4
"4092","ENSG00000001626","CFTR","ventrolateral tegmental area, A5 NE cell group",0.9,1.2,0.6
"4093","ENSG00000001626","CFTR","ventromedial nucleus",1.4,2.1,0.3
"4094","ENSG00000001626","CFTR","ventromedial prefrontal cortex",0.1,0.2,0.4
"4095","ENSG00000001626","CFTR","vermis",0.1,0.3,0
"4096","ENSG00000001626","CFTR","zona incerta",1.5,2.1,0.8
"4097","ENSG00000001629","ANKIB1","adipose tissue",14,16.6,12.8
"4098","ENSG00000001629","ANKIB1","adrenal gland",13.9,16.7,10.8
"4099","ENSG00000001629","ANKIB1","amygdala",79,103.8,19.3
"4100","ENSG00000001629","ANKIB1","angular gyrus",94.6,133.4,19.5
"4101","ENSG00000001629","ANKIB1","angular gyrus (white matter)",133.1,212.3,52.6
"4102","ENSG00000001629","ANKIB1","anterior cingulate cortex, supragenual-dorsal",71.4,95.6,5.1
"4103","ENSG00000001629","ANKIB1","anterior cingulate cortex, supragenual-ventral",79.7,105.9,18.4
"4104","ENSG00000001629","ANKIB1","anterior cingulate gyrus, pregenual-dorsal",7.3,8.4,12.6
"4105","ENSG00000001629","ANKIB1","anterior cingulate gyrus, pregenual-ventral",6.8,7.6,11.3
"4106","ENSG00000001629","ANKIB1","anterior cingulate gyrus, subgenual",8.8,10.1,12.3
"4107","ENSG00000001629","ANKIB1","anterior cochlear nucleus, ventral",79.4,109.8,22.1
"4108","ENSG00000001629","ANKIB1","anterior funiculus (white matter)",80.9,118.7,9.2
"4109","ENSG00000001629","ANKIB1","anterior insular cortex, dorsal",76,105,12.7
"4110","ENSG00000001629","ANKIB1","anterior insular cortex, ventral",87.9,128,10.8
"4111","ENSG00000001629","ANKIB1","anterior thalamic nucleus, ventral",89,122.5,17.4
"4112","ENSG00000001629","ANKIB1","appendix",13.4,17.8,10.1
"4113","ENSG00000001629","ANKIB1","arcuate nucleus",95,134.3,6.6
"4114","ENSG00000001629","ANKIB1","area parastriata, inferior",107.3,146.4,34.6
"4115","ENSG00000001629","ANKIB1","area parastriata, parietal",92.5,131.3,18.1
"4116","ENSG00000001629","ANKIB1","area parastriata, superior",101.8,133.4,39.3
"4117","ENSG00000001629","ANKIB1","area parastriata, temporal",88.4,122.1,16.5
"4118","ENSG00000001629","ANKIB1","area postrema",65.3,91.6,12.1
"4119","ENSG00000001629","ANKIB1","area striata",91.7,135.8,15.2
"4120","ENSG00000001629","ANKIB1","area striata (white matter)",73.1,96,11
"4121","ENSG00000001629","ANKIB1","basal amygdala",69.3,92.4,17.8
"4122","ENSG00000001629","ANKIB1","bone marrow",4.3,6,7
"4123","ENSG00000001629","ANKIB1","breast",14.9,18,12.4
"4124","ENSG00000001629","ANKIB1","caudate nucleus",87.6,117.1,20.6
"4125","ENSG00000001629","ANKIB1","central amygdala",76.4,101.6,23
"4126","ENSG00000001629","ANKIB1","centromedial thalamic nucleus",101.8,146.2,28
"4127","ENSG00000001629","ANKIB1","cerebellar cortex",95.9,146.5,21
"4128","ENSG00000001629","ANKIB1","cerebellar nuclei",93.4,129.7,14.6
"4129","ENSG00000001629","ANKIB1","cerebellar white matter",146.4,216,59.3
"4130","ENSG00000001629","ANKIB1","cervical spinal cord, central gray",74.8,107.1,3.8
"4131","ENSG00000001629","ANKIB1","cervical spinal cord, dorsal horn",81.1,113,12.4
"4132","ENSG00000001629","ANKIB1","cervical spinal cord, ventral horn",80.5,108.3,15
"4133","ENSG00000001629","ANKIB1","cervix",19.1,22.6,12.8
"4134","ENSG00000001629","ANKIB1","choroid plexus",34.3,45.6,0
"4135","ENSG00000001629","ANKIB1","claustrum",84.1,116.5,14.5
"4136","ENSG00000001629","ANKIB1","colon",12.5,15.7,13
"4137","ENSG00000001629","ANKIB1","corpus callosum, genu (white matter)",158.9,254.3,52.1
"4138","ENSG00000001629","ANKIB1","corpus callosum, splenium (white matter)",135.5,210.8,42.8
"4139","ENSG00000001629","ANKIB1","corticomedial amygdala",65.1,87.8,8.8
"4140","ENSG00000001629","ANKIB1","cuneate nuclei",77.1,107.6,14.3
"4141","ENSG00000001629","ANKIB1","cuneiform nucleus",106.9,147,28.3
"4142","ENSG00000001629","ANKIB1","dentate gyrus",63.3,87,6.1
"4143","ENSG00000001629","ANKIB1","dorsal cochlear nucleus",89.7,122.5,23.6
"4144","ENSG00000001629","ANKIB1","dorsal funiculus (white matter)",76.1,110.9,6.5
"4145","ENSG00000001629","ANKIB1","dorsal medullary reticular nucleus",100.3,142.9,22.8
"4146","ENSG00000001629","ANKIB1","dorsal motor vagal complex",79.3,105.5,17
"4147","ENSG00000001629","ANKIB1","dorsal raphe nucleus",102.1,141.9,18.8
"4148","ENSG00000001629","ANKIB1","dorsal tegmental nucleus",86.5,131.5,17.5
"4149","ENSG00000001629","ANKIB1","dorsolateral prefrontal cortex",9,10.2,16.2
"4150","ENSG00000001629","ANKIB1","dorsolateral tegmental area",124,181.4,40
"4151","ENSG00000001629","ANKIB1","dorsomedial nucleus",112.4,163.1,15.8
"4152","ENSG00000001629","ANKIB1","dorsomedial prefrontal cortex",8.4,9.6,13.7
"4153","ENSG00000001629","ANKIB1","duodenum",11.1,14,11.2
"4154","ENSG00000001629","ANKIB1","endometrium",19.9,25.1,12.1
"4155","ENSG00000001629","ANKIB1","entorhinal gyrus",75.1,104.5,11.4
"4156","ENSG00000001629","ANKIB1","epididymis",18.7,23.5,16
"4157","ENSG00000001629","ANKIB1","esophagus",12.7,14.9,11.9
"4158","ENSG00000001629","ANKIB1","fallopian tube",15.9,19.3,9.9
"4159","ENSG00000001629","ANKIB1","flocculonodular lobe",93.5,143.5,21.7
"4160","ENSG00000001629","ANKIB1","frontal cortex",11.1,12.6,20
"4161","ENSG00000001629","ANKIB1","frontal eye field",79.9,109.6,10.6
"4162","ENSG00000001629","ANKIB1","frontal operculum",88.7,129.6,8.4
"4163","ENSG00000001629","ANKIB1","frontomarginal cortex",9.8,11.2,15.8
"4164","ENSG00000001629","ANKIB1","frontopolar cortex",13.3,15.6,16.4
"4165","ENSG00000001629","ANKIB1","fusiform gyrus",94.3,135.8,22.1
"4166","ENSG00000001629","ANKIB1","fusiform gyrus (white matter)",92.1,129.8,28.4
"4167","ENSG00000001629","ANKIB1","gallbladder",23.3,29.4,15
"4168","ENSG00000001629","ANKIB1","gigantocellular reticular nuclei, medullary",85.1,115.6,26
"4169","ENSG00000001629","ANKIB1","gigantocellular reticular nuclei, pars",88.3,124.7,18.9
"4170","ENSG00000001629","ANKIB1","globus pallidus, externus",120.6,169.4,42.9
"4171","ENSG00000001629","ANKIB1","globus pallidus, internus",131.9,186.8,50.3
"4172","ENSG00000001629","ANKIB1","gyrus rectus",10.2,11.5,15.6
"4173","ENSG00000001629","ANKIB1","habenula",89.3,126.2,13.8
"4174","ENSG00000001629","ANKIB1","heart muscle",6.6,7.2,10.3
"4175","ENSG00000001629","ANKIB1","hippocampus",68.1,91.8,9.9
"4176","ENSG00000001629","ANKIB1","hippocampus, CA1",79.1,112.3,8.9
"4177","ENSG00000001629","ANKIB1","hippocampus, CA2",69.8,97.9,6.5
"4178","ENSG00000001629","ANKIB1","hippocampus, CA3",58.7,81.6,3.2
"4179","ENSG00000001629","ANKIB1","inferior colliculus",106.1,150.3,18.2
"4180","ENSG00000001629","ANKIB1","inferior frontal gyrus, opercular",45.5,60.9,14.4
"4181","ENSG00000001629","ANKIB1","inferior frontal gyrus, orbital",9.9,11.6,15.4
"4182","ENSG00000001629","ANKIB1","inferior frontal gyrus, triangular",10.2,12,13.9
"4183","ENSG00000001629","ANKIB1","inferior olive",85.3,112.9,30.3
"4184","ENSG00000001629","ANKIB1","inferior parietal lobule",81,110.4,12.1
"4185","ENSG00000001629","ANKIB1","inferior temporal gyrus",84.4,121.4,11.1
"4186","ENSG00000001629","ANKIB1","intraparietal deep sulcus",99.6,137.2,25.7
"4187","ENSG00000001629","ANKIB1","kidney",26.9,30.5,25.9
"4188","ENSG00000001629","ANKIB1","Kolliker-Fuse nucleus",91.8,129.4,27.2
"4189","ENSG00000001629","ANKIB1","lateral amygdala",89.9,117.7,35.9
"4190","ENSG00000001629","ANKIB1","lateral funiculus (white matter)",95.4,135.3,9
"4191","ENSG00000001629","ANKIB1","lateral geniculate body",88.1,117.5,28
"4192","ENSG00000001629","ANKIB1","lateral hypothalamic area",119.7,167.5,29.1
"4193","ENSG00000001629","ANKIB1","lateral lemniscal nuclei",83,117.3,16.6
"4194","ENSG00000001629","ANKIB1","lateral medullary reticular nucleus",90.3,125,21.1
"4195","ENSG00000001629","ANKIB1","lateral parabrachial nucleus",103.2,152.8,25.2
"4196","ENSG00000001629","ANKIB1","lateral thalamic nuclei",82.5,107.2,25.4
"4197","ENSG00000001629","ANKIB1","lateral vestibular nucleus",100.6,138.5,41.9
"4198","ENSG00000001629","ANKIB1","lingual gyrus",77.9,110.2,10.4
"4199","ENSG00000001629","ANKIB1","liver",5.2,5.9,10.7
"4200","ENSG00000001629","ANKIB1","locus coeruleus",96.8,132.6,24.1
"4201","ENSG00000001629","ANKIB1","lung",16.4,20.4,11.1
"4202","ENSG00000001629","ANKIB1","lymph node",15.2,19.7,13.4
"4203","ENSG00000001629","ANKIB1","mamillary body",103.9,143.2,22.1
"4204","ENSG00000001629","ANKIB1","medial dorsal thalamic nucleus",70.9,93.2,12.7
"4205","ENSG00000001629","ANKIB1","medial geniculate body",67.4,89.1,16.4
"4206","ENSG00000001629","ANKIB1","medial olivary nucleus",97.2,139.4,26.5
"4207","ENSG00000001629","ANKIB1","medial parabrachial nucleus",102.2,144.5,25
"4208","ENSG00000001629","ANKIB1","medial periolivary nuclei",82,113.9,16.9
"4209","ENSG00000001629","ANKIB1","medial vestibular nucleus",86.9,116.4,22.2
"4210","ENSG00000001629","ANKIB1","median raphe nucleus",98.1,131.1,27.1
"4211","ENSG00000001629","ANKIB1","middle cingulate cortex",77.3,102.7,17.5
"4212","ENSG00000001629","ANKIB1","middle frontal gyrus",49.5,66.6,22.3
"4213","ENSG00000001629","ANKIB1","middle temporal gyrus",86.3,125.7,12.4
"4214","ENSG00000001629","ANKIB1","motor facial nucleus",81.7,111,21.2
"4215","ENSG00000001629","ANKIB1","motor hypoglossal nucleus",85.4,129,24.5
"4216","ENSG00000001629","ANKIB1","motor trigeminal nucleus",88.2,126.4,18.4
"4217","ENSG00000001629","ANKIB1","nuclei of the trapezoid body",84.8,117.9,15.9
"4218","ENSG00000001629","ANKIB1","nucleus accumbens",96.7,137.3,19.3
"4219","ENSG00000001629","ANKIB1","nucleus ambiguus",74,111.7,11
"4220","ENSG00000001629","ANKIB1","nucleus basalis of Meynert",101.2,138.8,30.9
"4221","ENSG00000001629","ANKIB1","nucleus cuneatus",68.3,90.7,17.4
"4222","ENSG00000001629","ANKIB1","nucleus gracilis",80.6,108.5,23.6
"4223","ENSG00000001629","ANKIB1","nucleus of the diagonal band",82.6,120.6,4.8
"4224","ENSG00000001629","ANKIB1","nucleus raphe magnus",87.2,121.3,23.1
"4225","ENSG00000001629","ANKIB1","nucleus raphe obscurus",97.3,143.1,22.2
"4226","ENSG00000001629","ANKIB1","nucleus raphe pallidus",87.9,130.7,15.3
"4227","ENSG00000001629","ANKIB1","nucleus reuniens",106.4,147.6,30.7
"4228","ENSG00000001629","ANKIB1","nucleus rhomboideus",76.5,99.7,26.3
"4229","ENSG00000001629","ANKIB1","nucleus tractus solitarii",80.7,114.7,11
"4230","ENSG00000001629","ANKIB1","occipital cortex",85.2,112.9,19.8
"4231","ENSG00000001629","ANKIB1","occipital cortex (white matter)",87.7,117.3,9.5
"4232","ENSG00000001629","ANKIB1","olfactory area",78,110.9,7.1
"4233","ENSG00000001629","ANKIB1","olfactory tubercle",70.1,99.2,3.3
"4234","ENSG00000001629","ANKIB1","orbitofrontal gyrus, anterior",25.7,38.7,20
"4235","ENSG00000001629","ANKIB1","orbitofrontal gyrus, lateral",8.8,10.2,13
"4236","ENSG00000001629","ANKIB1","orbitofrontal gyrus, medial",12.9,14.5,21.3
"4237","ENSG00000001629","ANKIB1","orbitofrontal gyrus, posterior",9.2,10.7,13.5
"4238","ENSG00000001629","ANKIB1","ovary",15.4,19,12.7
